state,county,cluster,mar.yes,hh.married_couple,hh.median_income,fer.birth_count,fer.unmarried_birth_pml,emp.no,others,core,pop.base_count,total,total.pp,core.pp,target.total.pp,target.core.pp,potential_total,potential_core,sl_acv,potential_sl_acv,da_acv,potential_da_acv,acv,potential_acv,pa
AK,northwest arctic,24,1998,836,69290.2173006774,221,136.255008586148,795,1,0,7523,1,0.000132925694536754,0,0.000492032852655085,0.000110680686220255,3.7015631505242,0.832650802434975,1.0212421477863,1.0212421477863,0,0,1.0212421477863,1.0212421477863,Divorce & Separation
AK,petersburg,21,1618,786,58405.8947368421,61,40.5254143646409,185,1,0,3763,1,0.000265745415891576,0,0.000437306193845909,0.000117834207270371,1.64558320744216,0.443410121958405,0,0,0,0,0,0,Divorce & Separation
AK,prince of wales hyder,10,2109,938,48051.323609845,89,85.2717041800643,359,1,0,5526,1,0.000180962721679334,0,0.000390225523440444,7.75113683340223e-05,2.15638624253189,0.428327821413807,2.85192463299041,2.85192463299041,0,0,2.85192463299041,2.85192463299041,Divorce & Separation
AK,sitka,8,3693,1671,69552.4228827818,65,7.95839927650916,224,1.66666666666667,0,8932,1.66666666666667,0.000186595014181221,0,0.000681759935904613,0.000183923099932898,6.08947974750001,1.64280112860065,1.91453979546465,1.91453979546465,0,0,1.91453979546465,1.91453979546465,Divorce & Separation
AK,skagway,8,427,158,72868,12,0,38,1,0,968,1,0.00103305785123967,0,0.000681759935904613,0.000183923099932898,1,0.178037560735046,0,0,0,0,0,0,Divorce & Separation
AK,southeast fairbanks,5,3014,1260,66926.429389313,140,61.2431149097816,314,1,0,7157,1,0.000139723347771413,0,0.000567351334718055,0.000121124031007752,4.06053350257712,0.866884689922481,0,0,0,0,0,0,Divorce & Separation
AK,valdez cordova,8,3723,1678,78209.603539823,99,16.3451981195433,433,3.33333333333333,1,9581,4.33333333333333,0.000452284034373587,0.000104373238701597,0.000681759935904613,0.000183923099932898,6.5319419459021,1.7621672204571,0,0,0,0,0,0,Divorce & Separation
AK,wade hampton,24,1708,780,41608.4893982808,236,163.21479374111,806,0,0,7459,0,0,0,0.000492032852655085,0.000110680686220255,3.67007304795428,0.825567238516879,NA,NA,NA,NA,NA,NA,Divorce & Separation
AK,wrangell,10,1135,525,48153,27,81,67,1.5,0,2338,1.5,0.000641573994867408,0,0.000390225523440444,7.75113683340223e-05,1.5,0.181221579164944,0,0,0,0,0,0,Divorce & Separation
AK,yakutat,5,214,95,69306,13,68,33,0,0,662,0,0,0,0.000567351334718055,0.000121124031007752,0.375586583583353,0.0801841085271318,NA,NA,NA,NA,NA,NA,Divorce & Separation
AK,yukon koyukuk,3,1575,709,39613.1601963409,73,58.4153726708075,514,0,0,5613,0,0,0,0.000284900284900285,6.92424871901399e-05,1.5991452991453,0.388658080598255,NA,NA,NA,NA,NA,NA,Divorce & Separation
AL,autauga,21,22347,10554,52103.8774758892,784,57.3588213213213,2065,23.6666666666667,20.3333333333333,51635,44,0.000852135179626222,0.000393789742099997,0.000437306193845909,0.000117834207270371,44,20.3333333333333,68.0266472215235,68.0266472215235,20.6118779186469,20.6118779186469,88.6385251401704,88.6385251401704,Divorce & Separation
AL,baldwin,14,85271,40146,51210.5217361567,2377,38.3618618457137,7743,86.3333333333333,19.6666666666667,182086,106,0.000582142504091473,0.000108007571513827,0.000787139689578714,0.000239687190329516,143.32711751663,43.6436817383403,145.461814197942,183.800030177868,0,0,145.461814197942,183.800030177868,Divorce & Separation
AL,barbour,15,9076,3985,34259.1939561525,292,45.9012549785827,1514,10,2,28155,12,0.000426212040490144,7.10353400816906e-05,0.000295050527402818,7.12149266486255e-05,12,2.00505625979205,0.227565478746243,0.227565478746243,0,0,0.227565478746243,0.227565478746243,Divorce & Separation
AL,bibb,9,9328,4187,38752.0439655172,293,24.6714641572101,968,7.33333333333333,2,23339,9.33333333333333,0.000399902880728966,8.56934744419213e-05,0.000362947767082216,8.27403607479729e-05,9.33333333333333,2,5.27792045033985,5.27792045033985,0,0,5.27792045033985,5.27792045033985,Divorce & Separation
AL,blount,19,20532,9413,42453.2785420341,781,61.1359432799014,1813,10.6666666666667,4,45074,14.6666666666667,0.000325390838768839,8.87429560278653e-05,0.000413172925021266,0.000103665616188423,18.6233564224086,4.67262398407696,0.542002784518227,0.542002784518227,0,0,0.542002784518227,0.542002784518227,Divorce & Separation
AL,bullock,4,1600,711,31869,119,104,742,1,0,8760,1,0.000114155251141553,0,0.000343288705801579,6.93721817551162e-05,3.00720906282183,0.607700312174818,0,0,0,0,0,0,Divorce & Separation
AL,butler,6,6883,3200,31229.5809670904,0,0,1051,1.33333333333333,1,20684,2.33333333333333,0.00011280861213176,4.83465480564688e-05,0.000322414237812742,7.85360873321291e-05,6.66881609491875,1.62444043037776,0,0,0,0,0,0,Divorce & Separation
AL,calhoun,14,50233,23627,40457.2093893953,1298,35.2969731754471,7757,52,12.6666666666667,128205,64.6666666666667,0.000504400504400504,9.88000988000988e-05,0.000787139689578714,0.000239687190329516,100.915243902439,30.7290962361956,0,0,0,0,0,0,Divorce & Separation
AL,chambers,15,12718,5979,34157.0236186659,310,34.6135996883868,1926,2.66666666666667,2,34422,4.66666666666667,0.00013557221157012,5.81023763871942e-05,0.000295050527402818,7.12149266486255e-05,10.1562292542598,2.45136020509899,0,0,0,0,0,0,Divorce & Separation
AL,cherokee,9,11531,5516,35905.0937782805,281,29.4032213782374,879,10.3333333333333,1,21531,11.3333333333333,0.000526372826776895,4.64446611861966e-05,0.000362947767082216,8.27403607479729e-05,11.3333333333333,1.7814827072646,0,0,0,0,0,0,Divorce & Separation
AL,chilton,19,16893,7946,41694.7360642462,526,47.2729858782891,1774,9,4.66666666666667,38880,13.6666666666667,0.000351508916323731,0.00012002743484225,0.000413172925021266,0.000103665616188423,16.0641633248268,4.66666666666667,36.59490929896,36.59490929896,0,0,36.59490929896,36.59490929896,Divorce & Separation
AL,choctaw,3,5135,2415,35226.4306744266,169,71.3894398659031,677,2,0,13790,2,0.000145032632342277,0,0.000284900284900285,6.92424871901399e-05,3.92877492877493,0.954853898352029,0,0,0,0,0,0,Divorce & Separation
AL,clarke,6,9516,4531,31592.7691155826,144,14.7699503897945,2149,2,1,26767,3,0.000112078305376023,3.73594351253409e-05,0.000322414237812742,7.85360873321291e-05,8.63006190353366,2.1021754496191,0,0,0,0,0,0,Divorce & Separation
AL,clay,4,5765,2739,34808.3509970458,181,90.198342214328,623,4.5,3,13295,7.5,0.000564121850319669,0.000225648740127868,0.000343288705801579,6.93721817551162e-05,7.5,3,0,0,0,0,0,0,Divorce & Separation
AL,cleburne,6,6335,3018,37149.9549390352,193,20.023435346016,503,3,1,14416,4,0.000277469478357381,6.93673695893452e-05,0.000322414237812742,7.85360873321291e-05,4.64792365230849,1.13217623497997,0,0,0,0,0,0,Divorce & Separation
AL,coffee,21,20629,9466,47576.2592113125,657,63.5130863424749,1721,28.6666666666667,6,50585,34.6666666666667,0.000685315146123686,0.0001186122368291,0.000437306193845909,0.000117834207270371,34.6666666666667,6,22.1666455049441,22.1666455049441,0.972188105873652,0.972188105873652,23.1388336108178,23.1388336108178,Divorce & Separation
AL,colbert,19,22723,10794,40503.8801897447,627,48.4207576694931,2310,17,10.3333333333333,52812,27.3333333333333,0.000517559140599359,0.000195662601933904,0.000413172925021266,0.000103665616188423,27.3333333333333,10.3333333333333,0,0,0,0,0,0,Divorce & Separation
AL,conecuh,6,4555,2054,24264.8633969119,0,0,1319,1.33333333333333,1,13099,2.33333333333333,0.000178130646105301,7.63417054737003e-05,0.000322414237812742,7.85360873321291e-05,4.2233041011091,1.02874420796356,0,0,0,0,0,0,Divorce & Separation
AL,coosa,6,4076,1853,33480.9953529542,48,5.2367758186398,835,3.66666666666667,1,11022,4.66666666666667,0.000423395632976471,9.07276356378153e-05,0.000322414237812742,7.85360873321291e-05,4.66666666666667,1,0,0,0,0,0,0,Divorce & Separation
AL,covington,6,16849,7821,36219.7635757089,0,0,1803,11.3333333333333,3,39308,14.3333333333333,0.000364641633594519,7.63203419151318e-05,0.000322414237812742,7.85360873321291e-05,14.3333333333333,3.08709652085133,28.6637837777155,28.6637837777155,0,0,28.6637837777155,28.6637837777155,Divorce & Separation
AL,crenshaw,19,5999,2821,38301.4622229977,179,50.7702127659574,598,3.33333333333333,1,14153,4.33333333333333,0.000306177724392944,7.06563979368332e-05,0.000413172925021266,0.000103665616188423,5.84763640782598,1.46717946591475,0,0,0,0,0,0,Divorce & Separation
AL,cullman,19,36799,16834,39384.9368417703,869,40.427717594322,3029,27.6666666666667,19.5,79253,47.1666666666667,0.000595140457353875,0.000246047468234641,0.000413172925021266,0.000103665616188423,47.1666666666667,19.5,162.355963471241,162.355963471241,0,0,162.355963471241,162.355963471241,Divorce & Separation
AL,dale,9,18034,8172,43289.7368715396,583,31.6116321049619,1816,26.6666666666667,5.5,44866,32.1666666666667,0.000716949731793935,0.000122587259840414,0.000362947767082216,8.27403607479729e-05,32.1666666666667,5.5,4,4,0,0,4,4,Divorce & Separation
AL,dallas,4,11782,5215,26981.0846153846,862,81.737434207883,3280,2,2.5,46398,4.5,9.69869390922022e-05,5.38816328290013e-05,0.000343288705801579,6.93721817551162e-05,15.9279093717817,3.21873048907388,0,0,0,0,0,0,Divorce & Separation
AL,de kalb,9,30204,13912,37745.6289791438,874,27.5013515436051,2666,14.3333333333333,3.5,69359,17.8333333333333,0.000257116355964379,5.04620885537565e-05,0.000362947767082216,8.27403607479729e-05,25.1736941770554,5.73878868111865,0,0,0,0,0,0,Divorce & Separation
AL,elmore,2,35937,16788,53457.2293876211,963,32.1882850932388,3582,61.3333333333333,16.3333333333333,85618,77.6666666666667,0.000907130120613267,0.000190769853691202,0.000706333456661397,0.000191256830601093,77.6666666666667,16.3750273224044,42.0135273059962,42.0135273059962,22.3797227447546,22.3797227447545,64.3932500507507,64.3932500507507,Divorce & Separation
AL,escambia,6,13342,5966,31818.1061476282,0,0,2431,5.66666666666667,3,38199,8.66666666666667,0.000226882030070595,7.85360873321291e-05,0.000322414237812742,7.85360873321291e-05,12.3159014702089,3,0,0,0,0,0,0,Divorce & Separation
AL,etowah,9,44013,20539,39300.5322524529,1122,37.307173790929,4864,49.6666666666667,17.3333333333333,107141,67,0.000625344172632326,0.000161780581974532,0.000362947767082216,8.27403607479729e-05,67,17.3333333333333,51.6945205717785,51.6945205717785,0,0,51.6945205717785,51.6945205717785,Divorce & Separation
AL,fayette,6,9743,4650,34073.8925196059,257,18.0630381803412,1079,5.33333333333333,2,24236,7.33333333333333,0.000302580183748693,8.25218682950982e-05,0.000322414237812742,7.85360873321291e-05,7.81403146762961,2,4.10576519102321,4.10576519102321,0,0,4.10576519102321,4.10576519102321,Divorce & Separation
AL,franklin,9,13334,6331,35846.5384440228,249,22.9624904462343,1391,1,0,33950,1,2.94550810014728e-05,0,0.000362947767082216,8.27403607479729e-05,12.3220766924412,2.80903524739368,0,0,0,0,0,0,Divorce & Separation
AL,geneva,19,11467,5476,37523.0799928418,395,43.7257834757835,1234,5.66666666666667,2,27456,7.66666666666667,0.000279234654234654,7.28438228438228e-05,0.000413172925021266,0.000103665616188423,11.3440758293839,2.84624315806933,0,0,0,0,0,0,Divorce & Separation
AL,greene,15,2245,1042,22537.3144044321,69,30.7364716234052,816,1,1,8619,2,0.000232045480914259,0.00011602274045713,0.000295050527402818,7.12149266486255e-05,2.54304049568489,1,0,0,0,0,0,0,Divorce & Separation
AL,hale,15,5656,2629,32735.0308324769,278,35.8023128954833,814,2,0,17442,2,0.000114665749340672,0,0.000295050527402818,7.12149266486255e-05,5.14627129895995,1.24213075060533,0,0,0,0,0,0,Divorce & Separation
AL,henry,19,7933,3760,44479.7381118394,312,55.4185667752443,812,2,0,17744,2,0.000112714156898106,0,0.000413172925021266,0.000103665616188423,7.33134038157735,1.83944269364737,0,0,0,0,0,0,Divorce & Separation
AL,houston,19,40905,19234,41886.5352818272,1509,45.8900354426641,4274,82.3333333333333,59.6666666666667,104259,142,0.00136199272964444,0.000572292719733228,0.000413172925021266,0.000103665616188423,142,59.6666666666667,395.582832896976,395.582832896976,58.8412518769056,58.8412518769056,454.424084773882,454.424084773882,Divorce & Separation
AL,jackson,9,25089,11710,37184.2052593789,496,29.2966062296606,2608,5.33333333333333,2.5,55051,7.83333333333333,0.000142292298656397,4.54124357414034e-05,0.000362947767082216,8.27403607479729e-05,19.9806375256431,4.55493959953665,6.81387605430145,6.81387605430145,0,0,6.81387605430145,6.81387605430145,Divorce & Separation
AL,jefferson,11,241413,112951,50292.7608319341,9645,41.5783204859007,32747,767.666666666667,460,674376,1227.66666666667,0.00182044833544887,0.000682112056182308,0.00147528494517551,0.000504450060711452,1227.66666666667,460,2840.56208298848,2840.56208298848,0,0,2840.56208298848,2840.56208298848,Divorce & Separation
AL,lamar,6,7158,3385,35649.9426511552,134,9.88642770841724,592,1.5,2,14530,3.5,0.000240880935994494,0.000137646249139711,0.000322414237812742,7.85360873321291e-05,4.68467887541914,2,0,0,0,0,0,0,Divorce & Separation
AL,lauderdale,9,40382,19499,42626.9621574374,1078,22.6766762649116,3500,38,22.3333333333333,93275,60.3333333333333,0.000646832841954793,0.000239435361386581,0.000362947767082216,8.27403607479729e-05,60.3333333333333,22.3333333333333,0,0,0,0,0,0,Divorce & Separation
AL,lawrence,9,17440,8332,41958.4098016781,476,30.0973804943022,2001,3,3.66666666666667,39873,6.66666666666667,0.000167197518788821,9.19586353338516e-05,0.000362947767082216,8.27403607479729e-05,14.4718163168692,3.66666666666667,12.2706021058066,12.2706021058066,0,0,12.2706021058066,12.2706021058066,Divorce & Separation
