state,county,cluster,hh.median_income,emp.military,eth.white,hh.families,(pop.25_29+pop.20_24+pop.15_19+pop.10_14+pop.5_9),others,core,pop.base_count,total,total.pp,core.pp,target.total.pp,target.core.pp,potential_total,potential_core,sl_acv,potential_sl_acv,da_acv,potential_da_acv,acv,potential_acv,pa
AL,crenshaw,16,38301.4622229977,45,10588,3800,0.309475023838126,2.5,0,14153,2.5,0.000176640994842083,0,0.000202204023860075,6.03889045452715e-05,2.86179354969164,0.854684166029228,0,0,0,0,0,0,Real Estate
AL,cullman,16,39384.9368417703,43,75691,21566,0.314814580917492,11.6666666666667,1.66666666666667,79253,13.3333333333333,0.000168237585117703,2.10296981397129e-05,0.000202204023860075,6.03889045452715e-05,16.0252755029825,4.78600185192641,0,0,0,0,0,0,Real Estate
AL,dale,10,43289.7368715396,2288,33036,11319,0.347858065770071,8,2.5,44866,10.5,0.000234030223331699,5.57214817456426e-05,0.000260317970744854,7.3882526782416e-05,11.6794260754386,3.31481344661987,0,0,0,0,0,0,Real Estate
AL,dallas,11,26981.0846153846,19,13672,10375,0.342428553092784,1.5,1,46398,2.5,5.38816328290013e-05,2.15526531316005e-05,0.000150889303834474,4.82788586877806e-05,7.00096191931194,2.24004248539565,0,0,0,0,0,0,Real Estate
AL,de kalb,16,37745.6289791438,1,62550,17688,0.327542208136017,6,1.66666666666667,69359,7.66666666666667,0.000110536003498705,2.40295659779793e-05,0.000202204023860075,6.03889045452715e-05,14.0246688909109,4.18851403035549,0,0,0,0,0,0,Real Estate
AL,elmore,20,53457.2293876211,458,66073,22288,0.332079702830246,21.3333333333333,5,85618,26.3333333333333,0.00030756772329806,5.83989348034292e-05,0.000274232345313369,7.94028902652057e-05,26.3333333333333,6.79831665872638,0,0,0,0,0,0,Real Estate
AL,escambia,11,31818.1061476282,168,23698,9545,0.31294013009427,4,1,38199,5,0.000130893478886882,2.61786957773764e-05,0.000150889303834474,4.82788586877806e-05,5.76382051717309,1.84420412301453,0.754193399511032,0.782466370203277,0,0,0.754193399511032,0.782466370203277,Real Estate
AL,etowah,16,39300.5322524529,146,86990,28213,0.313521434447056,13.3333333333333,7,107141,20.3333333333333,0.000189781067316278,6.53344657974072e-05,0.000202204023860075,6.03889045452715e-05,21.6643413203923,7,0,0,0,0,0,0,Real Estate
AL,fayette,21,34073.8925196059,0,20945,6575,0.297945205191162,2.66666666666667,0,24236,2.66666666666667,0.000110029157726798,0,0.000235737859500236,5.63549611150768e-05,5.71334276284771,1.365818837585,0,0,0,0,0,0,Real Estate
AL,franklin,16,35846.5384440228,0,29902,8978,0.326715758374669,1,1,33950,2,5.89101620029455e-05,2.94550810014728e-05,0.000202204023860075,6.03889045452715e-05,6.86482661004954,2.05020330931197,0,0,0,0,0,0,Real Estate
AL,geneva,21,37523.0799928418,102,23449,7798,0.298768939713869,2,0,27456,2,7.28438228438228e-05,0,0.000235737859500236,5.63549611150768e-05,6.47241867043847,1.54728181237555,0,0,0,0,0,0,Real Estate
AL,greene,11,22537.3144044321,0,1474,1879,0.320454808927254,0,0,8619,0,0,0,0.000150889303834474,4.82788586877806e-05,1.30051490974934,0.416115483029981,NA,NA,NA,NA,NA,NA,Real Estate
AL,hale,11,32735.0308324769,9,7438,4298,0.336257309714597,3,0,17442,3,0.000171998624011008,0,0.000150889303834474,4.82788586877806e-05,3,0.84207985323227,0,0,0,0,0,0,Real Estate
AL,henry,7,44479.7381118394,0,12493,4829,0.294071235136553,1.5,0,17744,1.5,8.45356176735798e-05,0,0.000237561545682702,7.22560755316843e-05,4.21529206659387,1.28211180423421,0,0,0,0,0,0,Real Estate
AL,houston,16,41886.5352818272,221,74602,27382,0.326389088942029,18,7,104259,25,0.000239787452402191,6.71404866726134e-05,0.000202204023860075,6.03889045452715e-05,25,7,5.15244556019828,4.63720100417845,0,0,5.15244556019828,4.63720100417845,Real Estate
AL,jackson,21,37184.2052593789,0,50168,14983,0.299722075732939,5.66666666666667,2,55051,7.66666666666667,0.000139264802940304,3.63299485931227e-05,0.000235737859500236,5.63549611150768e-05,12.9776049033475,3.10239696434609,0,0,0,0,0,0,Real Estate
AL,jefferson,17,50292.7608319341,528,367052,171007,0.339018589116697,253,116.333333333333,674376,369.333333333333,0.000547666781340578,0.000172505150440308,0.000540449770019321,0.000170754963605015,369.333333333333,116.333333333333,6.13043048352126,5.51738743516914,0,0,6.13043048352126,5.51738743516914,Real Estate
AL,lamar,21,35649.9426511552,25,12132,4388,0.278940123846318,1.5,0,14530,1.5,0.000103234686854783,0,0.000235737859500236,5.63549611150768e-05,3.42527109853843,0.818837585002066,0,0,0,0,0,0,Real Estate
AL,lauderdale,16,42626.9621574374,33,81255,25489,0.326647011239325,9.66666666666667,5,93275,14.6666666666667,0.000157241132850889,5.36049316537121e-05,0.000202204023860075,6.03889045452715e-05,18.8605803255485,5.6327750714602,0,0,0,0,0,0,Real Estate
AL,lawrence,16,41958.4098016781,52,31513,11089,0.310109598247561,1,0,39873,1,2.50796278183232e-05,0,0.000202204023860075,6.03889045452715e-05,8.06248104337276,2.40788679093361,0,0,0,0,0,0,Real Estate
AL,lee,13,43029.4415537748,903,103387,34602,0.444770164468866,31,17.6666666666667,139861,48.6666666666667,0.000347964526684828,0.000126315889823944,0.000364208059924366,0.000113292471235234,50.9385034690818,17.6666666666667,4.50328801796097,4.24215774847934,0,0,4.50328801796097,4.24215774847934,Real Estate
AL,limestone,20,53060.2010498168,151,68410,22451,0.321245412392038,7.66666666666667,5,79556,12.6666666666667,0.000159216987614594,6.28488109004978e-05,0.000274232345313369,7.94028902652057e-05,21.8168284637504,6.3169763379387,0,0,0,0,0,0,Real Estate
AL,lowndes,11,27439.6772849792,25,2759,2756,0.318916349616445,1,1,10520,2,0.000190114068441065,9.50570342205323e-05,0.000150889303834474,4.82788586877806e-05,2,1,0,0,0,0,0,0,Real Estate
AL,macon,1,32709.4291900749,24,4152,4922,0.388070045821235,2.66666666666667,5,21643,7.66666666666667,0.000354233085370174,0.000231021577415331,0.000176740897843761,5.91540964211772e-05,7.66666666666667,5,0,0,0,0,0,0,Real Estate
AL,madison,17,61445.3992014498,1252,238899,88901,0.347820423691594,99.6666666666667,31.3333333333333,337795,131,0.000387809174203289,9.27584284353923e-05,0.000540449770019321,0.000170754963605015,182.561230063677,57.6801729309561,51.7465762202879,64.9024942421649,0,0,51.7465762202879,64.9024942421649,Real Estate
AL,marengo,11,33808.8280851064,13,9123,5313,0.31948913441394,2.5,1,20201,3.5,0.000173258749566853,4.95024998762438e-05,0.000150889303834474,4.82788586877806e-05,3.5,1,0,0,0,0,0,0,Real Estate
AL,marion,21,34357.4124605678,20,21298,6752,0.28700486434385,2,0,21585,2,9.26569376882094e-05,0,0.000235737859500236,5.63549611150768e-05,5.08840169731259,1.21642183566893,0,0,0,0,0,0,Real Estate
AL,marshall,16,39510.4090347023,64,93175,26558,0.331686058434357,23.3333333333333,6,99356,29.3333333333333,0.00029523464444355,6.03889045452715e-05,0.000202204023860075,6.03889045452715e-05,29.3333333333333,6,0,0,0,0,0,0,Real Estate
AL,mobile,17,44939.1272852251,925,249835,103697,0.349554257170398,73,24.6666666666667,413355,97.6666666666667,0.000236277937043623,5.967429126699e-05,0.000540449770019321,0.000170754963605015,223.397614686336,70.582417980951,24.2684441763723,49.9593305839768,0,0,24.2684441763723,49.9593305839768,Real Estate
AL,monroe,11,30409.3595209318,0,12110,5473,0.324746120625225,2,2,22747,4,0.000175847364487625,8.79236822438124e-05,0.000150889303834474,4.82788586877806e-05,4,2,0,0,0,0,0,0,Real Estate
AL,montgomery,10,46693.4717206585,1858,89981,57049,0.364571260195484,62.6666666666667,21,230361,83.6666666666667,0.000363198052911155,9.11612642765051e-05,0.000260317970744854,7.3882526782416e-05,83.6666666666667,21,0,0,0,0,0,0,Real Estate
AL,morgan,20,46364.2956989247,32,92858,29631,0.323082361609279,26.3333333333333,11.3333333333333,113160,37.6666666666667,0.000332862024272417,0.000100153175444798,0.000274232345313369,7.94028902652057e-05,37.6666666666667,11.3333333333333,0,0,0,0,0,0,Real Estate
AL,perry,1,23706.2232677502,17,2706,2147,0.372612802441238,0,0,9530,0,0,0,0.000176740897843761,5.91540964211772e-05,1.68434075645104,0.563738538893818,NA,NA,NA,NA,NA,NA,Real Estate
AL,pickens,11,32110.4127393225,0,10979,5204,0.313807323485269,1,1,20127,2,9.9369006806777e-05,4.96845034033885e-05,0.000150889303834474,4.82788586877806e-05,3.03694901827647,1,0,0,0,0,0,0,Real Estate
AL,pike,1,33661.452162611,39,20988,8507,0.421811836667966,2,0,34385,2,5.81648974843682e-05,0,0.000176740897843761,5.91540964211772e-05,6.07723577235772,2.03401360544218,0,0,0,0,0,0,Real Estate
AL,randolph,11,35530.1200175689,24,16848,5944,0.313184156147756,1,0,22747,1,4.39618411219062e-05,0,0.000150889303834474,4.82788586877806e-05,3.43227899432279,1.09819919857095,0,0,0,0,0,0,Real Estate
AL,russell,10,37836.1667934938,1171,29617,13876,0.350495877735741,16.6666666666667,10,52634,26.6666666666667,0.000506643361072057,0.000189991260402022,0.000260317970744854,7.3882526782416e-05,26.6666666666667,10,2.2839744216439,2.05557697947951,0,0,2.2839744216439,2.05557697947951,Real Estate
AL,saint clair,20,50565.8202668317,83,67884,20660,0.31542107681309,14,2.33333333333333,77005,16.3333333333333,0.000212107438910893,3.03010627015562e-05,0.000274232345313369,7.94028902652057e-05,21.117261750856,6.11441956487216,0,0,0,0,0,0,Real Estate
AL,shelby,5,69845.8453414757,79,159360,51403,0.337611087405888,29.3333333333333,10,189040,39.3333333333333,0.00020806883904641,5.28988573846805e-05,0.000409462994358886,0.000117998741346759,77.4048844536038,22.3064820641913,6.66666666666667,11.8075247471599,0,0,6.66666666666667,11.8075247471599,Real Estate
AL,sumter,1,23608.1459920203,1,3242,3012,0.374455196982271,0,0,13537,0,0,0,0.000176740897843761,5.91540964211772e-05,2.39254153411099,0.800769003253475,0,0,0,0,0,0,Real Estate
AL,talladega,16,35677.9277983019,9,50687,21225,0.317194924914152,17.6666666666667,5,79128,22.6666666666667,0.000286455700468439,6.31887574562734e-05,0.000202204023860075,6.03889045452715e-05,22.6666666666667,5,0.805415891393382,0.724874302254044,0,0,0.805415891393382,0.724874302254044,Real Estate
AL,tallapoosa,21,36921.5250827267,10,25232,10352,0.28925551971463,10,2.5,36549,12.5,0.000342006621248187,6.84013242496375e-05,0.000235737859500236,5.63549611150768e-05,12.5,2.5,0,0,0,0,0,0,Real Estate
AL,tuscaloosa,13,49450.0604922713,69,135123,46528,0.419693918640818,30.6666666666667,9.66666666666667,198640,40.3333333333333,0.000203047388911263,4.86642502349309e-05,0.000364208059924366,0.000113292471235234,72.3462890233761,22.5044164861668,16.9907135636379,27.4287661182523,0,0,16.9907135636379,27.4287661182523,Real Estate
AL,walker,21,36332.8578992827,68,60232,18223,0.303339296411002,8,1,67080,9,0.000134168157423971,1.49075730471079e-05,0.000235737859500236,5.63549611150768e-05,15.8132956152758,3.78029079159935,0,0,0,0,0,0,Real Estate
AL,washington,16,44720.2011006991,1,11038,4655,0.331405005702331,1.5,0,17459,1.5,8.59155736296466e-05,0,0.000202204023860075,6.03889045452715e-05,3.53028005257305,1.0543298844559,0,0,0,0,0,0,Real Estate
AL,wilcox,11,23803.045505492,34,3145,2598,0.342387542839792,0,0,11560,0,0,0,0.000150889303834474,4.82788586877806e-05,1.74428035232652,0.558103606430744,NA,NA,NA,NA,NA,NA,Real Estate
AL,winston,21,33777.419808718,0,24137,6859,0.290927021777538,4.33333333333333,0,26364,4.33333333333333,0.000164365548980934,0,0.000235737859500236,5.63549611150768e-05,6.21499292786422,1.48574219483789,0,0,0,0,0,0,Real Estate
AR,arkansas,16,38415.3894484412,0,14337,5135,0.305304141060272,1,0,19777,1,5.05637862163119e-05,0,0.000202204023860075,6.03889045452715e-05,3.9989889798807,1.19431136519184,0,0,0,0,0,0,Real Estate
AR,ashley,11,34644.1774427694,0,15367,6173,0.309719860729258,1,0,22346,1,4.47507383871834e-05,0,0.000150889303834474,4.82788586877806e-05,3.37177238348517,1.07883937623715,0,0,0,0,0,0,Real Estate
AR,baxter,15,35622.7052154195,24,42688,12646,0.236695558722908,10,4,44534,14,0.000314366551398931,8.98190146854089e-05,0.000287976961843053,8.50340136054422e-05,14,4,0,0,0,0,0,0,Real Estate
AR,benton,12,57200.4588004131,339,196701,59622,0.352630984862622,44.3333333333333,9,212582,53.3333333333333,0.000250883580610462,4.23366042280155e-05,0.000378843017158043,0.000112753657637232,80.5352062734911,23.969398047838,70.6810383416042,96.0577650416074,0,0,70.6810383416042,96.0577650416074,Real Estate
AR,boone,16,39226.2758556083,10,38010,10949,0.305137572873464,6.66666666666667,1,39143,7.66666666666667,0.000195863032130053,2.55473520169634e-05,0.000202204023860075,6.03889045452715e-05,7.91487210595491,2.36380289061556,0,0,0,0,0,0,Real Estate
AR,bradley,11,33832.3027347891,22,6914,3256,0.310371583110096,2,0,11599,2,0.0001724286576429,0,0.000150889303834474,4.82788586877806e-05,2,0.559986481919567,0,0,0,0,0,0,Real Estate
AR,calhoun,21,33602.7601536773,0,2959,1180,0.277537277887446,0,0,4158,0,0,0,0.000235737859500236,5.63549611150768e-05,0.98019801980198,0.234323928316489,NA,NA,NA,NA,NA,NA,Real Estate
AR,carroll,21,36694.4344890511,0,24886,7242,0.288000304181725,2.33333333333333,0,26309,2.33333333333333,8.86895485701978e-05,0,0.000235737859500236,5.63549611150768e-05,6.2020273455917,1.48264267197656,7.15935938140396,17.1266950261488,0,0,7.15935938140396,17.1266950261488,Real Estate
AR,chicot,11,28805.2743288591,0,5284,3110,0.300008215233467,1,0,12173,1,8.21490183192311e-05,0,0.000150889303834474,4.82788586877806e-05,1.83677549557706,0.587698546806354,0,0,0,0,0,0,Real Estate
AR,clark,1,34323.6697524444,0,18874,5918,0.403693722680128,1.66666666666667,1,25232,2.66666666666667,0.00010568590150074,3.96322130627774e-05,0.000176740897843761,5.91540964211772e-05,4.45952633439378,1.49257616089914,0,0,0,0,0,0,Real Estate
AR,clay,21,31912.8308823529,0,15201,4451,0.288419474412912,1,0,16001,1,6.24960939941254e-05,0,0.000235737859500236,5.63549611150768e-05,3.77204148986327,0.901735732802344,0,0,0,0,0,0,Real Estate
AR,cleburne,21,40476.7136010128,0,25551,7080,0.267720159358737,4.33333333333333,1,26072,5.33333333333333,0.000204561726500972,3.83553237189322e-05,0.000235737859500236,5.63549611150768e-05,6.14615747289015,1.46928654619228,0,0,0,0,0,0,Real Estate
AR,cleveland,7,43401.7057356608,0,6862,2293,0.311399216543053,1,0,8176,1,0.000122309197651663,0,0.000237561545682702,7.22560755316843e-05,1.94230319750177,0.590765673547051,0,0,0,0,0,0,Real Estate
AR,columbia,10,39514.7910198467,0,15035,6722,0.361383216734136,1.5,0,25419,1.5,5.90109760415437e-05,0,0.000260317970744854,7.3882526782416e-05,6.61702249836344,1.87801994828223,0,0,0,0,0,0,Real Estate
AR,conway,16,37329.7239433087,5,17135,5645,0.314867495047861,1,0,20037,1,4.99076708090033e-05,0,0.000202204023860075,6.03889045452715e-05,4.05156202608432,1.21001248037361,0,0,0,0,0,0,Real Estate
AR,craighead,10,41795.1413271679,0,83390,25970,0.382272577700561,20.3333333333333,4.66666666666667,97352,25,0.000256800065740817,4.79360122716191e-05,0.000260317970744854,7.3882526782416e-05,25.342475087953,7.19261174732176,0,0,0,0,0,0,Real Estate
AR,crawford,16,41002.5223724415,16,57843,18102,0.336530838890154,5.33333333333333,2.5,63070,7.83333333333333,0.000124200623645685,3.96384969081972e-05,0.000202204023860075,6.03889045452715e-05,12.7530077848549,3.80872820967028,0.107170956706964,0.157031086043596,0,0,0.107170956706964,0.157031086043596,Real Estate
