state,county,cluster,others,core,pop.base_count,total,total.pp,core.pp,target.total.pp,target.core.pp,potential_total,potential_core,sl_acv,potential_sl_acv,da_acv,potential_da_acv,acv,potential_acv,pa
AL,bullock,7,0,0,8760,0,0,0,0.00062191,8.75E-05,5.447928918,0.766066295,NA,NA,NA,NA,NA,NA,Immigration
AL,butler,21,7.333333333,0,20684,7.333333333,0.000354541,0,0.000242326,3.31E-05,7.333333333,0.685536259,0.759328112,0.6833953,12.74287742,11.46858968,13.50220553,12.15198498,Immigration
AL,calhoun,9,26.33333333,3,128205,29.33333333,0.0002288,2.34E-05,0.000262713,3.51E-05,33.68107133,4.505904543,40.47102735,41.82261829,14.36076719,14.84036665,54.83179454,56.66298494,Immigration
AL,chambers,20,2,1,34422,3,8.72E-05,2.91E-05,0.000216867,1.82E-05,7.465012048,1,0,0,0,0,0,0,Immigration
AL,cherokee,20,2.333333333,0,21531,2.333333333,0.000108371,0,0.000216867,1.82E-05,4.669373494,0.391110062,0,0,0,0,0,0,Immigration
AL,chilton,21,10.33333333,1,38880,11.33333333,0.000291495,2.57E-05,0.000242326,3.31E-05,11.33333333,1.288611958,2.482849802,2.234564822,0.285055909,0.256550318,2.767905711,2.49111514,Immigration
AL,choctaw,11,1.5,0,13790,1.5,0.000108774,0,0.000172563,0,2.379637619,0,0,0,0,0,0,0,Immigration
AL,clarke,21,0,0,26767,0,0,0,0.000242326,3.31E-05,6.486327992,0.887147024,0,0,0,0,0,0,Immigration
AL,clay,9,2.5,0,13295,2.5,0.000188041,0,0.000262713,3.51E-05,3.492764271,0.467267274,0,0,0,0,0,0,Immigration
AL,cleburne,11,1,2,14416,3,0.000208102,0.000138735,0.000172563,0,3,2,0,0,0,0,0,0,Immigration
AL,coffee,13,11.66666667,1,50585,12.66666667,0.000250404,1.98E-05,0.000459562,6.53E-05,23.24695133,3.304265465,0.122075686,0.201639378,1.591851058,2.629351237,1.713926744,2.830990614,Immigration
AL,colbert,20,4.666666667,2,52812,6.666666667,0.000126234,3.79E-05,0.000216867,1.82E-05,11.45320482,2,0.033357384,0.051576608,0,0,0.033357384,0.051576608,Immigration
AL,conecuh,11,1,0,13099,1,7.63E-05,0,0.000172563,0,2.260396894,0,0,0,0,0,0,0,Immigration
AL,coosa,21,2,0,11022,2,0.000181455,0,0.000242326,3.31E-05,2.67091221,0.365305581,0.051821593,0.062284916,0,0,0.051821593,0.062284916,Immigration
AL,covington,21,4,0,39308,4,0.00010176,0,0.000242326,3.31E-05,9.525332713,1.302797296,0.023636631,0.050658024,0,0,0.023636631,0.050658024,Immigration
AL,crenshaw,21,5,1,14153,6,0.000423938,7.07E-05,0.000242326,3.31E-05,6,1,0.070909893,0.063818904,0,0,0.070909893,0.063818904,Immigration
AL,cullman,20,11.33333333,4,79253,15.33333333,0.000193473,5.05E-05,0.000216867,1.82E-05,17.18739759,4,9.060620483,9.140585086,0.606803694,0.612159046,9.667424177,9.752744132,Immigration
AL,dale,21,6.666666667,1,44866,7.666666667,0.000170879,2.23E-05,0.000242326,3.31E-05,10.87217812,1.487007822,0.18268602,0.233162016,0.985047365,1.257215134,1.167733384,1.49037715,Immigration
AL,dallas,9,2,1,46398,3,6.47E-05,2.16E-05,0.000262713,3.51E-05,12.1893401,1.630708311,1.22260325,4.470818049,0,0,1.22260325,4.470818049,Immigration
AL,de kalb,14,10.33333333,1,69359,11.33333333,0.000163401,1.44E-05,0.000319761,5.54E-05,22.17832019,3.842178152,0.410669259,0.723278725,0,0,0.410669259,0.723278725,Immigration
AL,elmore,20,22.66666667,3,85618,25.66666667,0.000299781,3.50E-05,0.000216867,1.82E-05,25.66666667,3,0.060166918,0.054150226,0,0,0.060166918,0.054150226,Immigration
AL,escambia,21,3.333333333,3,38199,6.333333333,0.000165798,7.85E-05,0.000242326,3.31E-05,9.256593678,3,0,0,0,0,0,0,Immigration
AL,etowah,21,16.66666667,5.5,107141,22.16666667,0.000206892,5.13E-05,0.000242326,3.31E-05,25.96300174,5.5,2.428963239,2.560459809,0.595424996,0.627659467,3.024388235,3.188119276,Immigration
AL,fayette,11,3.666666667,0,24236,3.666666667,0.00015129,0,0.000172563,0,4.182226057,0,3.788556291,3.889128806,0.985047365,1.011196822,4.773603656,4.900325628,Immigration
AL,franklin,14,0,0,33950,0,0,0,0.000319761,5.54E-05,10.85589427,1.880678041,0.129769219,0,0.301755543,0,0.431524762,0,Immigration
AL,geneva,9,2,0,27456,2,7.28E-05,0,0.000262713,3.51E-05,7.21303767,0.964971063,0,0,0,0,0,0,Immigration
AL,greene,21,1,0,8619,1,0.000116023,0,0.000242326,3.31E-05,2.088603914,0.285662203,0,0,0,0,0,0,Immigration
AL,hale,20,2,0,17442,2,0.000114666,0,0.000216867,1.82E-05,3.78260241,0.316833482,0.037568217,0.063947533,0,0,0.037568217,0.063947533,Immigration
AL,henry,20,2,0,17744,2,0.000112714,0,0.000216867,1.82E-05,3.848096386,0.322319304,0,0,0,0,0,0,Immigration
AL,houston,9,25.66666667,8.5,104259,34.16666667,0.00032771,8.15E-05,0.000262713,3.51E-05,34.16666667,8.5,9.791553487,8.812398138,3.756220413,3.380598371,13.5477739,12.19299651,Immigration
AL,jackson,20,5,1,55051,6,0.00010899,1.82E-05,0.000216867,1.82E-05,11.93877108,1,2.669726442,4.780987927,0,0,2.669726442,4.780987927,Immigration
AL,jefferson,9,591.3333333,151.6666667,674376,743,0.001101759,0.000224899,0.000262713,3.51E-05,743,151.6666667,400.6214828,360.5593345,142.3689324,128.1320392,542.9904152,488.6913737,Immigration
AL,lamar,20,1,0,14530,1,6.88E-05,0,0.000216867,1.82E-05,3.151084337,0.263937077,6.964046991,19.74986946,0.077036442,0.218473492,7.041083432,19.96834295,Immigration
AL,lauderdale,9,20,1.666666667,93275,21.66666667,0.000232288,1.79E-05,0.000262713,3.51E-05,24.50451955,3.278251599,0.277405684,0.282365709,1.666666667,1.696466738,1.944072351,1.978832447,Immigration
AL,lawrence,20,1,0,39873,1,2.51E-05,0,0.000216867,1.82E-05,8.647156627,0.72429202,0.024226219,0.188539116,0,0,0.024226219,0.188539116,Immigration
AL,lee,16,107.3333333,8.333333333,139861,115.6666667,0.000827012,5.96E-05,0.000921082,9.37E-05,128.8234563,13.10234671,21.02725668,21.07714836,6.036171585,6.050493698,27.06342826,27.12764206,Immigration
AL,limestone,20,11.33333333,2.666666667,79556,14,0.000175977,3.35E-05,0.000216867,1.82E-05,17.25310843,2.666666667,20.72625434,22.9880773,4.871464152,5.403079238,25.59771849,28.39115653,Immigration
AL,lowndes,20,0,0,10520,0,0,0,0.000216867,1.82E-05,2.281445783,0.19109553,NA,NA,NA,NA,NA,NA,Immigration
AL,macon,10,5.666666667,0,21643,5.666666667,0.000261824,0,0.000250045,3.97E-05,5.666666667,0.8590026,0.144630639,0.130167575,0,0,0.144630639,0.130167575,Immigration
AL,madison,9,217.3333333,21.66666667,337795,239,0.00070753,6.41E-05,0.000262713,3.51E-05,239,21.66666667,71.16020391,64.04418352,42.94886929,38.65398236,114.1090732,102.6981659,Immigration
AL,marengo,20,2,1,20201,3,0.000148507,4.95E-05,0.000216867,1.82E-05,4.380939759,1,0.4590147,0.603274725,0,0,0.4590147,0.603274725,Immigration
AL,marion,9,2,0,21585,2,9.27E-05,0,0.000262713,3.51E-05,5.670651884,0.758628365,0,0,0,0,0,0,Immigration
AL,marshall,14,24.66666667,2.333333333,99356,27,0.00027175,2.35E-05,0.000319761,5.54E-05,31.77019825,5.503877687,2.04428002,2.164906051,0,0,2.04428002,2.164906051,Immigration
AL,mobile,9,170.3333333,20.33333333,413355,190.6666667,0.000461266,4.92E-05,0.000262713,3.51E-05,190.6666667,20.33333333,110.6097021,99.54873185,98.37409675,88.53668707,208.9837988,188.0854189,Immigration
AL,monroe,20,2,0,22747,2,8.79E-05,0,0.000216867,1.82E-05,4.933084337,0.41319867,0.066221614,0.147004563,0,0,0.066221614,0.147004563,Immigration
AL,montgomery,10,123.6666667,10.66666667,230361,134.3333333,0.000583143,4.63E-05,0.000250045,3.97E-05,134.3333333,10.66666667,1.505315578,1.35478402,4.241891757,3.817702581,5.747207334,5.172486601,Immigration
AL,morgan,21,36.33333333,3,113160,39.33333333,0.00034759,2.65E-05,0.000242326,3.31E-05,39.33333333,3.75049715,30.2387523,27.21487707,5.399576496,4.859618846,35.63832879,32.07449591,Immigration
AL,perry,11,1,0,9530,1,0.000104932,0,0.000172563,0,1.644521139,0,0.350704458,0.519066806,0,0,0.350704458,0.519066806,Immigration
AL,pickens,20,1,0,20127,1,4.97E-05,0,0.000216867,1.82E-05,4.364891566,0.365606438,0,0,0,0,0,0,Immigration
AL,pike,8,12,2,34385,14,0.000407154,5.82E-05,0.000567615,6.33E-05,19.51742968,2.177899117,0.174004957,0.218322612,0,0,0.174004957,0.218322612,Immigration
AL,randolph,21,0,0,22747,0,0,0,0.000242326,3.31E-05,5.512179282,0.753910911,NA,NA,NA,NA,NA,NA,Immigration
AL,russell,10,18,3.5,52634,21.5,0.000408481,6.65E-05,0.000250045,3.97E-05,21.5,3.5,2.296414558,2.066773103,0,0,2.296414558,2.066773103,Immigration
AL,saint clair,9,13,6,77005,19,0.000246737,7.79E-05,0.000262713,3.51E-05,20.23018523,6,18.51215997,17.7396833,2.849936928,2.731014566,21.3620969,20.47069787,Immigration
AL,shelby,21,41.66666667,7,189040,48.66666667,0.000257441,3.70E-05,0.000242326,3.31E-05,48.66666667,7,12.36447383,11.12802645,4.199870308,3.779883278,16.56434414,14.90790973,Immigration
AL,sumter,15,2.333333333,1,13537,3.333333333,0.000246239,7.39E-05,0.000375164,4.98E-05,5.078596886,1,0.224117537,0.307314708,0,0,0.224117537,0.307314708,Immigration
AL,talladega,21,14.66666667,1.5,79128,16.16666667,0.00020431,1.90E-05,0.000242326,3.31E-05,19.17473611,2.622563967,2.490341254,2.658338519,2.168158679,2.314421657,4.658499933,4.972760176,Immigration
AL,tallapoosa,21,18.33333333,6,36549,24.33333333,0.000665773,0.000164163,0.000242326,3.31E-05,24.33333333,6,10.04032778,9.036295005,13.98914958,12.59023462,24.02947737,21.62652963,Immigration
AL,tuscaloosa,15,78,8,198640,86,0.000432944,4.03E-05,0.000375164,4.98E-05,86,9.887998407,12.57666895,11.31900205,9.614152376,8.652737138,22.19082133,19.97173919,Immigration
AL,walker,9,6,2,67080,8,0.000119261,2.98E-05,0.000262713,3.51E-05,17.62276249,2.357599756,1.503391573,2.980565169,2.654472351,5.262652774,4.157863923,8.243217943,Immigration
AL,washington,20,6.666666667,1.333333333,17459,8,0.000458216,7.64E-05,0.000216867,1.82E-05,8,1.333333333,0,0,0,0,0,0,Immigration
AL,wilcox,20,1.5,0,11560,1.5,0.000129758,0,0.000216867,1.82E-05,2.506987952,0.209987103,0,0,0,0,0,0,Immigration
AL,winston,21,1.333333333,0,26364,1.333333333,5.06E-05,0,0.000242326,3.31E-05,6.388670796,0.873790269,0,0,0,0,0,0,Immigration
AR,arkansas,21,7.5,0,19777,7.5,0.000379228,0,0.000242326,3.31E-05,7.5,0.655475275,0.172274105,0.155046695,0,0,0.172274105,0.155046695,Immigration
AR,ashley,20,1,1,22346,2,8.95E-05,4.48E-05,0.000216867,1.82E-05,4.846120482,1,0,0,0,0,0,0,Immigration
AR,baxter,9,6.666666667,1.5,44534,8.166666667,0.00018338,3.37E-05,0.000262713,3.51E-05,11.69964378,1.565195998,0.384074968,0.495206483,0,0,0.384074968,0.495206483,Immigration
AR,benton,12,330,21.33333333,212582,351.3333333,0.001652696,0.000100353,0.000421944,5.87E-05,351.3333333,21.33333333,75.40482105,67.86433894,0,0,75.40482105,67.86433894,Immigration
AR,boone,21,4.666666667,2,39143,6.666666667,0.000170316,5.11E-05,0.000242326,3.31E-05,9.485348997,2,1.203921793,1.54164848,0,0,1.203921793,1.54164848,Immigration
AR,bradley,13,1,3,11599,4,0.000344857,0.000258643,0.000459562,6.53E-05,5.330461371,3,0,0,0,0,0,0,Immigration
AR,calhoun,20,2,0,4158,2,0.000481,0,0.000216867,1.82E-05,2,0.075529963,0,0,0,0,0,0,Immigration
AR,carroll,13,5.333333333,0,26309,5.333333333,0.000202719,0,0.000459562,6.53E-05,12.09062059,1.718531583,0,0,0,0,0,0,Immigration
AR,chicot,20,2,0,12173,2,0.000164298,0,0.000216867,1.82E-05,2.639927711,0.221122232,0,0,0,0,0,0,Immigration
AR,clark,10,2.333333333,1,25232,3.333333333,0.000132107,3.96E-05,0.000250045,3.97E-05,6.30912663,1.001448671,7.96013389,13.55980303,0,0,7.96013389,13.55980303,Immigration
AR,clay,9,2,1,16001,3,0.000187488,6.25E-05,0.000262713,3.51E-05,4.203664618,1,0.039597652,0.049936574,0,0,0.039597652,0.049936574,Immigration
AR,cleburne,21,1.5,0,26072,1.5,5.75E-05,0,0.000242326,3.31E-05,6.317911735,0.864112422,5,18.95373521,0,0,5,18.95373521,Immigration
AR,cleveland,11,1.5,0,8176,1.5,0.000183464,0,0.000172563,0,1.5,0,0,0,0,0,0,0,Immigration
AR,columbia,10,3.333333333,1.5,25419,4.833333333,0.000190146,5.90E-05,0.000250045,3.97E-05,6.355884979,1.5,2.935240147,3.473884942,0,0,2.935240147,3.473884942,Immigration
AR,conway,9,1,0,20037,1,4.99E-05,0,0.000262713,3.51E-05,5.263972749,0.704222217,0,0,0,0,0,0,Immigration
AR,craighead,15,68.66666667,3,97352,71.66666667,0.00073616,3.08E-05,0.000375164,4.98E-05,71.66666667,4.846035144,34.81452278,31.3330705,0,0,34.81452278,31.3330705,Immigration
AR,crawford,21,6,3,63070,9,0.000142699,4.76E-05,0.000242326,3.31E-05,15.28347243,3,2.937970628,4.490239309,0,0,2.937970628,4.490239309,Immigration
AR,crittenden,21,6.333333333,2,50097,8.333333333,0.000166344,3.99E-05,0.000242326,3.31E-05,12.13978307,2,23.09968087,30.28591239,0,0,23.09968087,30.28591239,Immigration
AR,cross,21,1.5,1,17752,2.5,0.000140829,5.63E-05,0.000242326,3.31E-05,4.301763161,1,0,0,0,0,0,0,Immigration
AR,dallas,11,1,0,8201,1,0.000121936,0,0.000172563,0,1.415185505,0,0,0,0,0,0,0,Immigration
AR,desha,20,0,0,14007,0,0,0,0.000216867,1.82E-05,3.037662651,0.254436795,NA,NA,NA,NA,NA,NA,Immigration
AR,drew,15,2,1,17396,3,0.000172453,5.75E-05,0.000375164,4.98E-05,6.52635528,1,0.30105619,0.589439897,0,0,0.30105619,0.589439897,Immigration
AR,faulkner,8,82,5.5,110250,87.5,0.000793651,4.99E-05,0.000567615,6.33E-05,87.5,6.983084998,26.77252917,24.09527626,0,0,26.77252917,24.09527626,Immigration
AR,franklin,10,5.666666667,0,18299,5.666666667,0.000309671,0,0.000250045,3.97E-05,5.666666667,0.726280487,0.697495745,0.62774617,0,0,0.697495745,0.62774617,Immigration
AR,fulton,21,2,0,9739,2,0.00020536,0,0.000242326,3.31E-05,2.36000853,0.322782712,0,0,0,0,0,0,Immigration
AR,garland,15,20,3,100949,23,0.000227838,2.97E-05,0.000375164,4.98E-05,37.87244419,5.025088357,0.965843656,1.431346694,0,0,0.965843656,1.431346694,Immigration
AR,grant,20,1.5,0,16528,1.5,9.08E-05,0,0.000216867,1.82E-05,3.584385542,0.300230695,0.07234177,0.155580477,0,0,0.07234177,0.155580477,Immigration
AR,greene,10,4,1,41238,5,0.000121247,2.42E-05,0.000250045,3.97E-05,10.31134131,1.636720843,0.79388375,1.473481135,0,0,0.79388375,1.473481135,Immigration
AR,hempstead,14,2,1,21167,3,0.00014173,4.72E-05,0.000319761,5.54E-05,6.768386272,1.172557057,0.133253805,0.270573967,0,0,0.133253805,0.270573967,Immigration
AR,hot spring,15,4.333333333,0,31555,4.333333333,0.000137326,0,0.000375164,4.98E-05,11.83830426,1.570760117,0,0,0,0,0,0,Immigration
AR,howard,13,1.5,0,15136,1.5,9.91E-05,0,0.000459562,6.53E-05,6.955932694,0.988699458,0,0,0,0,0,0,Immigration
AR,independence,10,3,0,35204,3,8.52E-05,0,0.000250045,3.97E-05,8.802571888,1.397233633,0,0,0,0,0,0,Immigration
AR,izard,20,1,0,10539,1,9.49E-05,0,0.000216867,1.82E-05,2.285566265,0.191440664,2.717103779,5.589108662,0,0,2.717103779,5.589108662,Immigration
AR,jackson,21,1,0,20158,1,4.96E-05,0,0.000242326,3.31E-05,4.884798434,0.668102877,0.266507609,1.171652357,0,0,0.266507609,1.171652357,Immigration
AR,jefferson,21,11.66666667,1,77712,12.66666667,0.000162995,1.29E-05,0.000242326,3.31E-05,18.83160313,2.575633037,6.115904263,8.18329371,0,0,6.115904263,8.18329371,Immigration
AR,johnson,14,2.333333333,1.5,24357,3.833333333,0.000157381,6.16E-05,0.000319761,5.54E-05,7.788424643,1.5,0,0,0,0,0,0,Immigration
AR,lafayette,10,1,0,7152,1,0.000139821,0,0.000250045,3.97E-05,1.788319343,0.283860213,0,0,0,0,0,0,Immigration
AR,lawrence,21,1.5,0,17461,1.5,8.59E-05,0,0.000242326,3.31E-05,4.231246426,0.578715365,2.227012254,5.653822583,0,0,2.227012254,5.653822583,Immigration
AR,lee,21,1,0,9898,1,0.000101031,0,0.000242326,3.31E-05,2.398538292,0.328052499,0,0,0,0,0,0,Immigration
AR,lincoln,20,0,0,13640,0,0,0,0.000216867,1.82E-05,2.958072289,0.247770249,NA,NA,NA,NA,NA,NA,Immigration
AR,little river,10,1,0,13168,1,7.59E-05,0,0.000250045,3.97E-05,3.292587962,0.52263301,2.824013734,8.368482263,0,0,2.824013734,8.368482263,Immigration
AR,logan,21,2.333333333,0,23139,2.333333333,0.00010084,0,0.000242326,3.31E-05,5.607170898,0.766903089,0,0,0,0,0,0,Immigration
AR,lonoke,9,12.66666667,2,69658,14.66666667,0.000210553,2.87E-05,0.000262713,3.51E-05,18.30003562,2.448206378,11.54422787,12.9636684,0,0,11.54422787,12.9636684,Immigration
AR,madison,20,2,1,20718,3,0.000144802,4.83E-05,0.000216867,1.82E-05,4.493060241,1,0,0,0,0,0,0,Immigration
AR,marion,15,1,0,15166,1,6.59E-05,0,0.000375164,4.98E-05,5.689739261,0.754940515,0,0,0,0,0,0,Immigration
AR,miller,21,5.666666667,1.5,43436,7.166666667,0.000164994,3.45E-05,0.000242326,3.31E-05,10.52565258,1.5,2.016601356,2.665596383,0,0,2.016601356,2.665596383,Immigration
AR,mississippi,9,3.666666667,0,46133,3.666666667,7.95E-05,0,0.000262713,3.51E-05,12.11972126,1.621394597,2.829137462,8.41623319,0,0,2.829137462,8.41623319,Immigration
AR,monroe,21,0,0,8017,0,0,0,0.000242326,3.31E-05,1.942723933,0.26570993,NA,NA,NA,NA,NA,NA,Immigration
AR,montgomery,21,0,0,7810,0,0,0,0.000242326,3.31E-05,1.892562544,0.258849264,NA,NA,NA,NA,NA,NA,Immigration
AR,nevada,20,0,0,9025,0,0,0,0.000216867,1.82E-05,1.957228916,0.163938893,NA,NA,NA,NA,NA,NA,Immigration
AR,newton,11,1,0,7490,1,0.000133511,0,0.000172563,0,1.292493529,0,0,0,0,0,0,0,Immigration
AR,ouachita,20,3.5,1,27144,4.5,0.000165782,3.68E-05,0.000216867,1.82E-05,5.886650602,1,0.055825625,0.06572519,0,0,0.055825625,0.06572519,Immigration
AR,perry,9,1.666666667,0,13290,1.666666667,0.000125408,0,0.000262713,3.51E-05,3.491450708,0.467091544,0,0,0,0,0,0,Immigration
AR,phillips,9,2,1,22036,3,0.000136141,4.54E-05,0.000262713,3.51E-05,5.789135275,1,2.862149296,4.970810835,0,0,2.862149296,4.970810835,Immigration
AR,pike,14,1,1,10901,2,0.000183469,9.17E-05,0.000319761,5.54E-05,3.485717331,1,0,0,0,0,0,0,Immigration
AR,poinsett,9,2.666666667,0,25254,2.666666667,0.000105594,0,0.000262713,3.51E-05,6.634544483,0.887579372,0,0,0,0,0,0,Immigration
AR,polk,21,1,0,20851,1,4.80E-05,0,0.000242326,3.31E-05,5.05273004,0.691071192,3.969856355,18.05275121,0,0,3.969856355,18.05275121,Immigration
AR,pope,9,22.33333333,2.5,63034,24.83333333,0.000393967,3.97E-05,0.000262713,3.51E-05,24.83333333,2.5,1.890217119,1.701195407,0,0,1.890217119,1.701195407,Immigration
AR,prairie,21,0,0,8369,0,0,0,0.000242326,3.31E-05,2.028022527,0.277376375,NA,NA,NA,NA,NA,NA,Immigration
AR,pulaski,10,298.6666667,77.66666667,380424,376.3333333,0.000989247,0.000204158,0.000250045,3.97E-05,376.3333333,77.66666667,128.9742752,116.0768477,13.25258898,11.92733008,142.2268642,128.0041777,Immigration
AR,randolph,20,0,0,18888,0,0,0,0.000216867,1.82E-05,4.096192771,0.343100035,0,0,0,0,0,0,Immigration
AR,saint francis,21,1.666666667,1,29445,2.666666667,9.06E-05,3.40E-05,0.000242326,3.31E-05,7.135275815,1,0.326160125,0.785444327,0,0,0.326160125,0.785444327,Immigration
AR,saline,9,22,3.5,106113,25.5,0.00024031,3.30E-05,0.000262713,3.51E-05,27.87722415,3.72945711,7.299205523,7.181703123,0,0,7.299205523,7.181703123,Immigration
AR,scott,13,1,0,9298,1,0.00010755,0,0.000459562,6.53E-05,4.273008866,0.607355151,0,0,0,0,0,0,Immigration
AR,searcy,21,0,0,8672,0,0,0,0.000242326,3.31E-05,2.101447168,0.287418799,NA,NA,NA,NA,NA,NA,Immigration
AR,sebastian,13,50,10,125651,60,0.000477513,7.96E-05,0.000459562,6.53E-05,60,10,48.99422389,44.0948015,0,0,48.99422389,44.0948015,Immigration
AR,sevier,19,4,1,17142,5,0.000291681,5.83E-05,0.000416048,0,7.131887073,1,0.90570126,1.162684639,0,0,0.90570126,1.162684639,Immigration
AR,sharp,15,2.5,0,20343,2.5,0.000122892,0,0.000375164,4.98E-05,7.631963984,1.012643735,1.106564121,3.040292706,0,0,1.106564121,3.040292706,Immigration
AR,stone,21,2,0,11404,2,0.000175377,0,0.000242326,3.31E-05,2.76348057,0.377966326,0,0,0,0,0,0,Immigration
AR,union,21,4.666666667,1,42043,5.666666667,0.000134783,2.38E-05,0.000242326,3.31E-05,10.18809309,1.393444253,2.332728838,3.7746093,0,0,2.332728838,3.7746093,Immigration
